投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240428131999551015,哈弗,哈弗H6,2017款 红标 2.0T 自动两驱智尚型,根据《产品质量法》第四十条和第四十一条，即使产品（如汽车）超出了保修期，如果存在缺陷导致不符合既定标准或性能，销售者仍有责任负责修理、更换或退货。如果销售者未履行这些义务，消费者可以要求赔偿损失。本人买的H6自动换档器纯在严重设计制造缺陷，在行使中路中间突然失控挂上挡，给生命财产造成重大隐患! 投诉哈弗汽车厂家：1、偷工减料，抄袭奥迪车档杆，滴一滴汗或一滴水，车档杆就坏外部无任何防水渗透设计，奥迪车档杆水杯浇水都不进水。（把P键由侧面改到上面，缝隙大并设计成下凹漏斗形装，变成“接水神器”！中控距水杯架不足7CM缺陷设计）。 2、设计师平庸，哈弗电器产品不合格，都是残次品！车档杆内部无任何防水渗透设计，线路及电路板也不刷防水胶！（其他日系等厂家线路及电路板都刷防水胶！现在就连廉价的半球热水壶电路都刷防水胶）让车主连洗车都不敢，怕蹦上一滴水。 3、使用说明书和车体内上无任何“怕水滴”告知或提示提醒注意事项，不合格！给消费者带来重大行使安全隐患和财产损失！,传动系,换挡困难,2024-04-28
20240428131697561005,北汽新能源,北汽新能源EC3,2019款 灵动版,2023年公司两辆该车型汽车相继充不了电，随后去北汽授权的4s店保修。他们告知两辆车都是电池组里的电池模组出现问题需要返厂维修，两辆车维修将近一个多月才修理好。随后2024年4月25日我这辆车又出现充不了电，维修一年不到又出现该问题。,动力电池及电源管理系统,动力电池组故障,2024-04-28
20240428131450509953,别克,君越,2014款 2.0T SIDI 精英技术型,2015年4月24日购买别克君越车后，车内有很强的异味，多次想4S店反映，一直没有得到处理，目前异味一直存在！,附加设备,其他,2024-04-28
20240428130155565753,别克,英朗,2015款 15N 自动进取型,厂家以车辆过保为由 拒绝索赔问题配件，但是这款车、大多数都有方向卡顿现象，我认为这是厂家设计缺陷，希望有关部门督促厂家召回问题车型，更换问题配件、消除安全隐患，给广大车主 一个安全用车环境，谢谢！,转向系,卡滞,2024-04-28
20240428125850519948,奥迪,奥迪A4L,2022款 40 TFSI 豪华动感型,2024年1月11日，我的在成都运通博奥迪4S店买的车，新车行驶里程4500公里左右突然出现发动机声音增大，油耗突然增加，加速无力，不能升档，打电话询问4S店后，要求拖车去检查，我喊了阳光保险的拖车拉到眉山华星奥迪4S店，检查后确定为颗粒捕捉器堵塞，处理后恢复，要求经常跑高速才能避免再次堵塞，最近又再次堵塞两次，现在才行驶5000多公里，实在不能忍受这样反复堵塞，4月9日投诉后，厂家和4S店没有诚意，想打发了事，到现在也没有一个解决问题！我买车不可能为了防止堵塞经常跑高速！强烈要求退车或者换车！,发动机,抖动,2024-04-28
20240428125656559849,蔚来,蔚来ET5,2022款 75kWh,使用自动泊车功能时，导致后视镜撞上消防栓，蔚来客服中心五常店要求自己负责这个事故,车身,其他,2024-04-28
20240428123749974957,凯迪拉克,凯迪拉克CT5,2023款 28T 豪华型,没有收到厂家任何电话！,发动机,故障灯亮,2024-04-28
20240428123657549797,凯迪拉克,凯迪拉克CT5,2021款 28T 豪华型,质保期内 4s店还让我花钱 不止我一辆ct5有这个问题 别人的都处理了 我怎么就要自费了 我故障灯 一年内亮过三次。挂档挂挡挂不成功。车质量有问题,发动机,故障灯亮,2024-04-28
20240428121451575454,荣威,荣威D7,2023款 DMH 125km 卓越版,用车机导航中，突然就定位不准，导航乱指挥，差点出交通事故。,电气设备,车载互联故障,2024-04-28
20240428115810255101,福特,蒙迪欧,2023款 EcoBoost 245 至尊型,新车买完一千多公里防碰撞预警故障灯亮，经4S店检查为摄像机总成（4D5D）故障，更换后故障排除。换件之后该故障灯又陆续出现几次，每次表现为逆光行驶时出现，一段时间后自动消失，后面去4S店检查也查不出故障码及问题原因。现怀疑车辆配件设计缺陷。,电气设备,其他,2024-04-28
20240428115748499710,本田,锋范经典,2012款 1.5L 手动舒适版,厂家现在不闻不问,车身,锈蚀,2024-04-28
20240428115652569748,本田,锋范经典,2012款 1.5L 手动舒适版,一直在投诉 车子出问题的部位越来越多 一直没解决 越来越严重,车身,部件开裂,2024-04-28
20240428115510110097,奥迪,奥迪Q5L,2022款 改款 45T 豪华致雅型,转弯变速箱顿挫严重，一直无法解决还说是车本身质量缺陷，一年的车，机仓变速箱位置有油污，距上次保养后开了6000km，机油显示少了1/3，来4s店反而告知我自己驾驶和别人驾驶习惯等会影响，是正常的。,传动系,顿挫,2024-04-28
20240428115455989999,坦克,坦克300,2023款 越野版 2.0T 征服者,前悬架下部有锈蚀 以及拖车钩内部有较为严重锈蚀情况，有到4S店，以及厂家投诉，均不处理，并且称为浮锈，不会影响使用，也有询问之后是否会继续锈蚀，时间久了是否会有继续深度锈蚀，以至于影响零件强度，厂家以及4S店 不做答复，并且拒绝维修。,悬架系,锈蚀,2024-04-28
20240428114552535749,大众,途岳,2023款 300TSI 两驱新月版,新买的大众途岳，第二天单程行驶81公里，发动机故障停在路上，经4S店检查给出结果是更换发动机水泵，大众厂家一直不给回复。我要求退换车了，4S店不给退换车辆。,发动机,其他,2024-04-28
20240428114150495449,星途,星途揽月,2023款 400T 四驱星耀版 7座,欺诈销售，买车时说的是发动机变速箱终身质保，现在售后说必须有书面承诺，但是我买车时4S店没有给我书面的承诺，现在我不知道去哪里说也不知道谁给我答复，打售后电话，迟迟没有回应，,销售欺诈,低配当高配卖,2024-04-28
20240428113897101519,大众,高尔夫,2017款 230TSI 自动舒适百万辆纪念版,出现“故障:维修站！请在档位置于P位置后再离开车辆”，诊断故障码报“选档杆停车位置锁止开关，不可信信号”，属于车辆通病，申请维权。,传动系,故障灯亮,2024-04-28
20240428111854525497,宝马,宝马X3,2023款 改款 xDrive25i M运动套装,从新车交付到目前行驶了12000公里，刹车在低速踩死或者缓慢松开刹车时，都有巨大的响声，去4s店检查工作人员只是听了一下就表示是通病不给任何处理，强烈要求宝马厂家给车辆刹车异响安排技术上的检查。,制动系,异响,2024-04-28
20240428103948101991,丰田,亚洲龙,2022款 2.0L 进取版,不接受厂家建议。 我于2023年3月17日购买一汽丰田2022款亚洲龙2.0L进取版乘用车（车辆出厂未配置倒车雷达）。车辆着车，将档位挂入R档后，倒车蜂鸣器持续鸣音，对驾驶员心理及生理造成影响，有碍驾驶员安全驾驶。经咨询汽车经销商，表示厂家目前故障解决方案中无相关措施法改变现状。本人认为此为产品质量缺陷，有车辆行使安全隐患。希望厂家召回维修。,电气设备,其他,2024-04-28
20240428103653981025,比亚迪,驱逐舰05,2023款 冠军版 DM-i 55KM 豪华型,我跟经销商签订的是购车合同，但是对方给我办理的比亚迪弗迪租赁的融资租赁的业务！我问过弗迪租赁的工作人员，对方表示她们是属于融资租赁，不是车贷！我们经销商的工作人员，对方回复说，上的个人户，正常还款就没影响！但我个人不清楚其中的利害关系，在问对方已经再也不回复相关疑问！现在的疑问是，我遇到这种情况是不是上个人户的以租代购！以及这种以租代购的方式存在的风险！需要经销商说明清楚，避免后续因为这个问题产生的任何利益经济纠纷！,其他原因,厂家不召回,2024-04-28
20240428103154565110,大众,朗逸,2022款 1.5L 自动风尚版,啥时候更换发电机,传动系,异响,2024-04-28
20240428103010152505,丰田,一汽丰田bZ4X,2022款 四驱高性能PRO版,厂家与经销店均未与客户联系，答应的两万元补偿至今未到账。厂家400投诉热线无任何反馈，经销店销售流程不规范，服务态度、质量极差。厂家缺乏监管。此事不解决、不道歉，坚决投诉！,电气设备,电池亏电,2024-04-28
20240428100651994998,丰田,凯美瑞,2023款 2.0S 骑士版,车刚买半年不到，今天下雨副驾驶车窗玻璃就开裂了，在倒车进行停车时，玻璃未裂开，停好车后，过了二十几分钟发现车窗开裂，质量存在明显问题，第一次车辆检测没有任何问题，现在确突然出现车窗开裂。,车身,部件开裂,2024-04-28
20240428095999981025,本田,本田XR-V,2020款 1.5L CVT经典版,发动机漏机油事故，东风本田厂商和东风本田武汉友芝友太子湖店拒不承担发动机漏机油责任,发动机,漏机油,2024-04-28
20240428094910154505,现代,伊兰特,2021款 1.5L CVT GLX精英版,车灯进水珠就是进水珠，什么叫温度影响？正常使用就温度影响了？刹车异响就是异响，跟轻踩还是重踩有什么关系，也没给我打磨处理啊。这种垃圾垃圾厂家，垃圾售后，我就搞不懂没部门能治的了他们，踏踏实实做点事情好不好,制动系,异响,2024-04-28
20240428094410210148,本田,雅阁新能源,2023款 2.0L e:PHEV 尊贵版,未收到厂家的任何处理措施，请厂家对翼子板与原车尺寸不符是否正常给出明确答复。,车身,其他,2024-04-28
20240428093610051994,长安,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT尊贵型,汽车离合器线束插头渗油，打电话给厂家，厂家安排4S店联系说车子已过三包期，只能打胶解决。该问题属于汽车质量缺陷，应拿出更加妥善的解决方案。,传动系,漏油,2024-04-28
20240428092899499999,奇瑞,瑞虎7,2023款 超能版 1.5T CVT超能勇士,不足两年轮胎开裂,轮胎和车轮,其他,2024-04-28
20240428092452985510,捷途,捷途X90,2019款 1.6T DCT尊旅版 5座 国VI,4年跑了4万公里需要更换离合器或者飞轮国产车的质量在哪里？？？,传动系,异响,2024-04-28
20240428091355544910,本田,奥德赛,2017款 2.4L 智享版,厂家回复不予处理后再无电话沟通，也没联系4s店进行检查，此问题属于该款17年油版奥德赛车型的通病，请相关部门给与帮助！,发动机,异响,2024-04-28
20240428085010097491,长安,长安UNI-V,2024款 1.5T 尊贵型,谈价格时，销售说长贷短换，贴我2年利息，2年后还清尾款等于免息。所有花销共计11.3万元，但提车12天后催促销售，销售告诉我4S店倒闭，不给贴息的5500元，造成我购车费用不是合同上写的11.3。 诉求：4S店履行承诺，返还5500元贴息。,承诺不兑现,销售承诺不兑现,2024-04-28
20240428084051525753,哈弗,哈弗二代大狗新能源,2023款 DHT-PHEV 105km 潮电版,转向灯轻拨只闪3次，不符合安全行驶需要。 补胎时，千斤顶的位置破裂，属质量问题，并且是设计缺陷。,车身,部件开裂,2024-04-28
20240428005010297555,大众,朗逸,2008款 1.6L 自动品悠版,朗逸车身通病下雨会漏水入车内。,车身,漏水,2024-04-28
